PubID,StreetAddress,Area,TradingName,NumberOfPatrons,Xcoordinate,Ycoordinate
477,231-233 Exhibition Street,Melbourne (CBD),The Sen Bar,120,144.9695206,-37.81051104
478,415-417 Collins Street,Melbourne (CBD),The Sherlock Holmes Inn,70,144.9608681,-37.81746814
479,191-205 Swanston Street,Melbourne (CBD),The Swanston Hotel Grand Mercure - Tabaret,200,144.9649993,-37.81309229
480,248-258 Swanston Street,Melbourne (CBD),The Toff In Town,345,144.9652504,-37.81199559
481,69-73 Collins Street,Melbourne (CBD),The Trader Bar,200,144.9713489,-37.8143446
482,21-31 Market Street,Melbourne (CBD),The Trust,350,144.9604206,-37.81864585
483,21-31 Market Street,Melbourne (CBD),The Trust Bar,350,144.9604206,-37.81864585
484,131-141 Queen Street,Melbourne (CBD),The Turf Bar & Restaurant,527,144.9605409,-37.81549904
485,8 Whiteman Street,Southbank,The Waiting Room,120,144.9586604,-37.82312164
486,425-427 Docklands Drive,Docklands,The Waterfront Room,500,144.9390269,-37.81517782
487,2 Swanston Street,Melbourne (CBD),The Wine Bar,355,144.9699175,-37.81784465
488,8 Whiteman Street,Southbank,Therapy,600,144.9586604,-37.82312164
489,221 Little Lonsdale Street,Melbourne (CBD),Three Degrees,775,144.9657034,-37.810658
490,272 Russell Street,Melbourne (CBD),Tilt,130,144.9671371,-37.81007187
491,33 Errol Street,North Melbourne,Townhall Hotel North Melbourne,220,144.9489068,-37.80414139
492,14-20 King Street,Melbourne (CBD),Tramp Bar,200,144.9577148,-37.81977635
493,2 Swanston Street,Melbourne (CBD),Transit Cocktail Lounge,200,144.9699175,-37.81784465
494,2 Swanston Street,Melbourne (CBD),Transit Rooftop Bar,200,144.9699175,-37.81784465
495,2 Swanston Street,Melbourne (CBD),Transport,900,144.9699175,-37.81784465
496,2 Swanston Street,Melbourne (CBD),Transport Hotel,600,144.9699175,-37.81784465
497,377-381 Lonsdale Street,Melbourne (CBD),Trapt Bar & Escape Rooms,331,144.9614648,-37.81291055
498,394 Collins Street,Melbourne (CBD),Treasury Restaurant,250,144.9610454,-37.81666775
499,106 Little Lonsdale Street,Melbourne (CBD),Troika Bar,60,144.96859,-37.8091536
500,106 Little Lonsdale Street,Melbourne (CBD),Troika Bar ,60,144.96859,-37.8091536
501,1-3 Flemington Road,North Melbourne,Tufclub ,629,144.9563792,-37.80130394
502,1-3 Flemington Road,North Melbourne,Tufclub Hotel,350,144.9563792,-37.80130394
503,590-592 Little Bourke Street,Melbourne (CBD),Tunnel Nightclub,700,144.9546987,-37.81533836
504,1-3 Flemington Road,North Melbourne,Turf Club Hotel ,629,144.9563792,-37.80130394
505,79-85 Bourke Street,Melbourne (CBD),Tuscan Bar Melbourne,300,144.9710404,-37.81217956
506,156-292 Grattan Street,Parkville,U Bar,200,144.9612468,-37.79739836
507,566-580 Flinders Street,Melbourne (CBD),UBar,98,144.9553465,-37.82072034
508,816 Lorimer Street,Port Melbourne,Underbridge Sports Bar & Cafe,60,144.9309535,-37.82210926
509,13 Heffernan Lane,Melbourne (CBD),Union Electric,72,144.9665913,-37.81180178
510,146W-150W Toorak Road,South Yarra,United Kingdom Settlers Association,100,144.9843706,-37.83764623
511,270-276 Lygon Street,Carlton,University Hotel,111,144.9672432,-37.8005263
512,156-292 Grattan Street,Parkville,University House,611,144.9612468,-37.79739836
513,230 Grattan Street,Parkville,University House Club,611,144.9612468,-37.79739836
514,156-292 Grattan Street,Parkville,University House Club ,611,144.9612468,-37.79739836
515,24-42 Newquay Promenade,Docklands,Vacant,321,144.942139,-37.81434525
516,121-123 Flinders Lane,Melbourne (CBD),Velour,350,144.9705132,-37.81567009
517,8 Whiteman Street,Southbank,Velvet Bar,100,144.9586604,-37.82312164
518,167-175 Franklin Street,Melbourne (CBD),Velvet Underground,200,144.9591538,-37.80895967
519,419-443 Royal Parade,Parkville,Vibe Hotel,69,144.958804,-37.78289944
520,122-132 Spencer Street,Melbourne (CBD),Vibe Savoy Hotel Melbourne,40,144.9539293,-37.81777221
521,312-316 Victoria Street,North Melbourne,Victoria Hotel,130,144.9557051,-37.80563237
522,557 St Kilda Road,Melbourne (Remainder),"Village Melbourne - Garden, Arbor, Bistro & Terrace",790,144.9814116,-37.84752524
523,2 Boundary Road,North Melbourne,Vodka Locka & Red Leaf Restaurant,40,144.9392333,-37.79531826
524,160-162 Lygon Street,Carlton,Vodka Temple,200,144.9667699,-37.80344164
525,206-218 Bourke Street,Melbourne (CBD),VS Sports Bar,80,144.9668768,-37.81259409
526,8 Whiteman Street,Southbank,Waterfront ,349,144.9586604,-37.82312164
527,425-427 Docklands Drive,Docklands,Waterfront Venues,1059,144.9390269,-37.81517782
528,788-812 Bourke Street,Docklands,Watermark Bar,300,144.9451224,-37.81888389
529,508-514 Flinders Street,Melbourne (CBD),Waterside Hotel,324,144.9571505,-37.820166
530,124-128 Bourke Street,Melbourne (CBD),Welcome Stranger,350,144.9692645,-37.81207094
531,20-30 Convention Centre Place,Southbank,West Village NYC,150,144.9523782,-37.82539976
532,27-37 Russell Street,Melbourne (CBD),Whiskey Den ,40,144.9692478,-37.81598754
533,270 Russell Street,Melbourne (CBD),Whisky and Alement,90,144.9671591,-37.81011116
534,331-335 Lygon Street,Carlton,Wolfs Lair,80,144.9671779,-37.7975082
535,206-218 Bourke Street,Melbourne (CBD),Wonderland Karaoke,400,144.9668768,-37.81259409
536,14-20 Goldie Place,Melbourne (CBD),Word,200,144.960731,-37.81328585
537,14-20 Goldie Place,Melbourne (CBD),Word Events,200,144.960731,-37.81328585
538,413-417 Elizabeth Street,Melbourne (CBD),Workshop,230,144.9605226,-37.80918797
539,206-218 Bourke Street,Melbourne (CBD),Xiang Club,150,144.9668768,-37.81259409
540,1-7 Swanston Street,Melbourne (CBD),Young & Jackson,470,144.967023,-37.817356
541,1-7 Swanston Street,Melbourne (CBD),Young & Jacksons,470,144.967023,-37.817356
542,2 Swanston Street,Melbourne (CBD),Zinc at Federation Square,1000,144.9699175,-37.81784465
